nazwa_oryginalna,etykieta_docelowa (z makra),standard_key,ryzyko,sekcja (uzupelnij),znak (uzupelnij)
Przychody netto ze sprzedaży1,Przychody ze sprzedaży,revenues,,,
Przychody ogółem,Przychody ze sprzedaży,revenues,nazwa generyczna - moze pasowac do wielu pozycji,,
Przychody operacyjne,Przychody ze sprzedaży,revenues,nazwa generyczna - moze pasowac do wielu pozycji,,
Przychody operacyjne razem,Przychody ze sprzedaży,revenues,,,
"Przychody operacyjne, w tym:",Przychody ze sprzedaży,revenues,,,
Przychody z działalności operacyjnej,Przychody ze sprzedaży,revenues,,,
Przychody z działalności operacyjnej razem,Przychody ze sprzedaży,revenues,,,
"Przychody z działalności operacyjnej uwzględniające wynik na oczekiwanych stratach kredytowych, wycenę do wartości godziwej oraz inne przychody/koszty z nabytych portfeli wierzytelności",Przychody ze sprzedaży,revenues,,,
Przychody z działalności operacyjnej uwzględniające wynik na oczekiwanych stratach kredytowych::,Przychody ze sprzedaży,revenues,,,
Przychody z działalności podstawowej,Przychody ze sprzedaży,revenues,,,
Przychody z poboru opłat,Przychody ze sprzedaży,revenues,,,
Przychody z podstawowej działalności,Przychody ze sprzedaży,revenues,,,
"Przychody z podstawowej działalności, w tym:",Przychody ze sprzedaży,revenues,,,
"Przychody z podstawowej działalnośći , w tym:",Przychody ze sprzedaży,revenues,,,
Przychody z tyt. świadczonych usług,Przychody ze sprzedaży,revenues,,,
Przychody z tytułu umów z klientami,Przychody ze sprzedaży,revenues,,,
Przychody ze sprzedaży dóbr i usług,Przychody ze sprzedaży,revenues,,,
Przychody ze sprzedaży i zrównane z nimi,Przychody ze sprzedaży,revenues,,,
Przychody ze sprzedaży i zrównane z nimi (I+II+III+IV),Przychody ze sprzedaży,revenues,,,
"Przychody ze sprzedaży i zrównane z nimi, w tym",Przychody ze sprzedaży,revenues,,,
"Przychody ze sprzedaży i zrównane z nimi, w tym:",Przychody ze sprzedaży,revenues,,,
Przychody ze sprzedaży ogółem,Przychody ze sprzedaży,revenues,,,
Przychody ze sprzedaży produktów,Przychody ze sprzedaży,revenues,,,
Przychody ze sprzedaży produktów i usług,Przychody ze sprzedaży,revenues,,,
"Przychody ze sprzedaży produktów, towarów i materiałów",Przychody ze sprzedaży,revenues,,,
"Przychody ze sprzedaży produktów, towarów i materiałów, w tym:",Przychody ze sprzedaży,revenues,,,
"Przychody ze sprzedaży produktów, usług, towarów i materiałów",Przychody ze sprzedaży,revenues,,,
"PRZYCHODY ZE SPRZEDAŻY TOWARÓW I PRODUKTÓW, W TYM:",Przychody ze sprzedaży,revenues,,,
Przychody ze sprzedaży usług,Przychody ze sprzedaży,revenues,,,
Przychody ze sprzedaży usług i towarów,Przychody ze sprzedaży,revenues,,,
Przychody ze sprzedaży usług najmu,Przychody ze sprzedaży,revenues,,,
"Przychody ze sprzedaży usług, produktów, towarów i materiałów, w tym:",Przychody ze sprzedaży,revenues,,,
"Przychody ze sprzedaży, w tym :",Przychody ze sprzedaży,revenues,,,
"Przychody ze sprzedaży, w tym:",Przychody ze sprzedaży,revenues,,,
Razem przychody,Przychody ze sprzedaży,revenues,nazwa generyczna - moze pasowac do wielu pozycji,,
Aktywa ogółem z tytułu prawa do użytkowania,Prawo do użytkowania aktywów,right_to_use_assets,,,
1 Kapitał podstawowy,Kapitał (fundusz) podstawowy,share_capital,,,
"1,Kapitał akcyjny (zakładowy)",Kapitał (fundusz) podstawowy,share_capital,,,
"A,I +Kapitał (fundusz) podstawowy",Kapitał (fundusz) podstawowy,share_capital,,,
"A,I Kapitał (fundusz) podstawowy",Kapitał (fundusz) podstawowy,share_capital,,,
"C,1 Kapitał zakładowy",Kapitał (fundusz) podstawowy,share_capital,,,
I Kapitał (fundusz) podstawowy,Kapitał (fundusz) podstawowy,share_capital,,,
"I, Kapitał (fundusz) podstawowy",Kapitał (fundusz) podstawowy,share_capital,,,
"I,Kapitał (fundusz) podstawowy",Kapitał (fundusz) podstawowy,share_capital,,,
"I,Kapitał(fundusz)podstawowy",Kapitał (fundusz) podstawowy,share_capital,,,
Kapitał ( fundusz ) podstawowy,Kapitał (fundusz) podstawowy,share_capital,,,
Kapitał ( fundusz) podstawowy,Kapitał (fundusz) podstawowy,share_capital,,,
"Kapitał (fundusz) podstawowy,",Kapitał (fundusz) podstawowy,share_capital,,,
Kapitał zakładowy,Kapitał (fundusz) podstawowy,share_capital,nazwa generyczna - moze pasowac do wielu pozycji,,
Kapitał zakładowy (podstawowy),Kapitał (fundusz) podstawowy,share_capital,,,
1 Wpływy netto z wydania udziałów (emisji akcji) i innych instrumentów kapitałowych oraz dopłat do kapitału,Emisja akcji,share_capital_cash,,,
"1,Wpływy netto z emisji akcji",Emisja akcji,share_capital_cash,,,
"1,Wpływy netto z wydania udziałów (emisji akcji) i innych instrumentów kapitałowych oraz dopłat do kapitału",Emisja akcji,share_capital_cash,,,
Wpływy netto z emisji akcji,Emisja akcji,share_capital_cash,,,
Wpływy netto z emisji akcji (wydania udziałów) i innych instrumentów kapitałowych oraz dopłat do kapitału,Emisja akcji,share_capital_cash,,,
Wpływy netto z podwyższenia kapitału,Emisja akcji,share_capital_cash,,,
"Wpływy netto z tytułu emisji akcji, wydania udziałów i dopłat do kapitału",Emisja akcji,share_capital_cash,,,
Wpływy netto z wydania udziałów (emisji akcji) i innych instrumentów kapitałowych,Emisja akcji,share_capital_cash,,,
Wpływy netto z wydania udziałów (emisji akcji) i innych instrumentów kapitałowych oraz dopłat do kapitału,Emisja akcji,share_capital_cash,,,
"Wpływy netto z wydania udziałów, emisji akcji",Emisja akcji,share_capital_cash,,,
Wpływy z emisji akcji,Emisja akcji,share_capital_cash,,,
Wpływy z emisji akcji i innych instrumentów kapitałowych,Emisja akcji,share_capital_cash,,,
Wpływy z emisji akcji zwykłych,Emisja akcji,share_capital_cash,,,
Wpływy z tytułu emisji akcji,Emisja akcji,share_capital_cash,,,
Wpływy z tytułu emisji akcji i innych instrumentów kapitałowych,Emisja akcji,share_capital_cash,,,
Wpływy z tytułu emisji udziałów / akcji (w tym zaliczki),Emisja akcji,share_capital_cash,,,
Wpływy z tytułu emisji własnych akcji,Emisja akcji,share_capital_cash,,,
- akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
- akcjonariuszy Jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
- przypadające na akcjonariuszy jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
- przypadający akcjonariuszom podmiotu dominującego,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
- przypadający na Jednostkę dominującą,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
- przypisane akcjonariuszom spółki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
- przypisany akcjonariuszom podmiotu dominującego,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
- przypisany Jednostce dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
- zysk (strata) netto przypisana podmiotowi dominującemu,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
- Zysk netto przypadający akcjonariuszom podmiotu dominującego,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
akcjonariuszom Jednostki Dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Akcjonariuszom podmiotu dominującego,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Akcjonariuszom Spółki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Akcjonariuszy jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
N Zysk (strata) netto (N-O-P+/-Q+/-R),Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
O Zysk (strata) przypadający akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Przypadająca: Akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Przypadające: Akcjonariuszom podmiotu dominującego,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Przypadający akcjonariuszom podmiotu dominującego,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Przypadający na akcjonariuszy j. dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Przypadający na Zysk netto akcjonariuszy jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Przypadający na: Właścicieli jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Przypadający/a na: Akcjonariuszy jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Przypadający: akcjonariuszom podmiotu dominującego,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Przypadający: Właścicielom Jednostki Dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Przypadający: Zysk netto akcjonariuszy jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Przypisany Akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Przypisany do podmiotu dominującego,Zysk netto przypadający akcjonariuszom jednostki dominującej,shareholder_net_profit,etykieta poza naszymi 77 kluczami (bank/ubezpieczenia?),,
Skonsolidowany zysk netto przypisany: Akcjonariuszom Jednostki Dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Strata przypadająca akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,nazwa mowi o STRACIE - sprawdz znak,,
w tym przypadający na: - Akcjonariuszy Jednostki Dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
w tym przypisany: Akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Wynik przypadający akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Właścicielom podmiotu dominującego,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
z tego przypadający udziałowcom jednostki dominującej,Zysk netto przypadający akcjonariuszom jednostki dominującej,shareholder_net_profit,etykieta poza naszymi 77 kluczami (bank/ubezpieczenia?),,
z tego przypadający: akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Z tego zysk netto: przypadający na akcjonariuszy Jednostki Dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) netto akcjonariuszy jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) netto podmiotu dominującego,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) netto przynależny akcjonariuszom jednostki,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) netto przypadająca akcjonariuszom podmiotu dominującego,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) netto przypadająca: Akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) netto przypadające na:,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) netto przypadające na: Akcjonariuszy jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) netto przypadający ak cjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) netto przypadający akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) netto przypadający na akcjonariuszy jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) netto przypadający na: - akcjonariuszom podmiotu dominującego,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) netto przypadający:,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) netto przypadający: akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) netto przypadający: akcjonariuszom podmiotu dominującego,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) netto przypisany akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) netto przypisany: - Akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) netto przypisany: Akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) netto przypisujący się akcjonariuszom podmiotu dominującego,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) netto za okres przypadający: Akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) po przypisany akcjonariuszom Jednostki Dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) przypadający akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk (strata) przypadający akcjonariuszom podmiotu dominującego,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
"Zysk (strata), przypadający na właścicieli jednostki dominującej",Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
"Zysk (strata), przypadający na właścicieli jednostki dominującej",Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk / (strata) netto przypadające akcjonariuszom spółki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk / (Strata) netto przypadający akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk / (strata) netto przypadający/przypadająca na: – akcjonariuszy jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
"Zysk / strata netto, w tym: przypadający akcjonariuszom jednostki dominującej",Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk netto należny udziałowcom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk netto okresu przypadający akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk netto przypadająca akcjonariuszom podmiotu dominującego,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk netto przypadający akcjonariuszom Banku,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk netto przypadający na akcjonariuszy Jednostki Dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk netto przypadający na: Akcjonariuszy jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk netto przypadający na: Właścicieli jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk netto przypadający: Akcjonariuszom podmiotu dominującego,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk netto przypisany akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk netto przypisany właścicielom Orange Polska S.A.,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
"Zysk netto przypisany, Akcjonariuszom Jednostki Dominującej Akcjonariuszom",Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
zysk netto przypisany: Akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk netto przypisany: Zysk netto akcjonariuszy jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk netto za okres przypadający na: Akcjonariuszy Jednostki Dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk netto za okres przypisany: – właścicielom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
"Zysk netto, z tego przypadający: Akcjonariuszom jednostki dominującej",Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk przypadający na Akcjonariuszy podmiotu dominującego,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk przypadający na: właścicieli jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk przypadający właścicielom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk/ (strata) netto przypisany akcjonariuszom podmiotu dominującego,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk/ strata netto przypadający/a na: Akcjonariuszy jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk/(strata) netto przypadająca na akcjonariuszy Jednostki Dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk/(strata) netto przypadający na: Właścicieli jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk/(strata) netto przypadający/(a) na: - akcjonariuszy Jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
"Zysk/(strata) netto przypisana właścicielom CD PROJEKT S,A,",Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk/(strata) netto za okres sprawozdawczy przypadająca na Akcjonariuszy Jednostki Dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk/(strata) przypadający: Akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk/Strata netto dla akcjonariuszy,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk/strata netto przypadający na akcjonariuszy jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk/Strata netto przypadający na: akcjonariuszy Spółki,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
Zysk/strata za okres należna akcjonariuszom jednostki dominującej,Zysk netto akcjonariuszy jednostki dominującej,shareholder_net_profit,,,
[A] AKTYWA razem,Aktywa ogółem,total_assets,,,
A k t y w a r a z e m,Aktywa ogółem,total_assets,,,
A+B Suma aktywów,Aktywa ogółem,total_assets,,,
AKTYWA,Aktywa ogółem,total_assets,nazwa generyczna - moze pasowac do wielu pozycji,,
Aktywa razem (na koniec bieżącego kwartału i koniec poprzedniego roku obrotowego),Aktywa ogółem,total_assets,,,
"Aktywa razem, w tym:",Aktywa ogółem,total_assets,,,
Aktywa łącznie,Aktywa ogółem,total_assets,nazwa generyczna - moze pasowac do wielu pozycji,,
AKTYWARAZEM,Aktywa ogółem,total_assets,nazwa generyczna - moze pasowac do wielu pozycji,,
S U M A A K T Y W Ó W,Aktywa ogółem,total_assets,,,
Suma aktywów (A+B+C+D),Aktywa ogółem,total_assets,,,
KAPITAŁ WŁASNY I ZOBOWIĄZANIA,Pasywa ogółem,total_equity_liabilities,,,
P a s y w a r a z e m,Pasywa ogółem,total_equity_liabilities,,,
PASYWA,Pasywa ogółem,total_equity_liabilities,nazwa generyczna - moze pasowac do wielu pozycji,,
PASYWA (w zł),Pasywa ogółem,total_equity_liabilities,,,
Pasywa razem (suma pozycji A i B),Pasywa ogółem,total_equity_liabilities,,,
PASYWARAZEM,Pasywa ogółem,total_equity_liabilities,nazwa generyczna - moze pasowac do wielu pozycji,,
RAZEM PASYWA,Pasywa ogółem,total_equity_liabilities,nazwa generyczna - moze pasowac do wielu pozycji,,
S U M A P A S Y W Ó W,Pasywa ogółem,total_equity_liabilities,,,
SUMA KAPITAŁU WŁASNEGO I ZOBOWIĄZAŃ,Pasywa ogółem,total_equity_liabilities,,,
SUMA PASYWÓW (A+B),Pasywa ogółem,total_equity_liabilities,,,
ZOBOWIĄZANIA I KAPITAŁ WŁASNY,Pasywa ogółem,total_equity_liabilities,,,
